,index,shunt,shunt_v,source,source_v,bias,millisecs,current_a,power_w,secs
4511,4511,735,0.525146,1630,1.180664,18,45260851,0.15004171428571428,0.17714885055542856,45260.851
4512,4512,735,0.525146,1632,1.182129,18,45270852,0.15004171428571428,0.17736866166685714,45270.852
4513,4513,737,0.526611,1630,1.180664,18,45280852,0.15046028571428574,0.17764304277257145,45280.852
4514,4514,736,0.525879,1631,1.181396,18,45290852,0.15025114285714286,0.17750609916685714,45290.852
4515,4515,735,0.525146,1631,1.181396,18,45300852,0.15004171428571428,0.1772586810902857,45300.852
4516,4516,736,0.526611,1630,1.181396,17,45310852,0.15046028571428574,0.1777531797017143,45310.852
4517,4517,736,0.525879,1629,1.179932,18,45320853,0.15025114285714286,0.17728613149371428,45320.853
4518,4518,732,0.522949,1632,1.182129,18,45330853,0.149414,0.176626622406,45330.853
4519,4519,734,0.524414,1632,1.182129,18,45340853,0.14983257142857145,0.17712142783028575,45340.853
4520,4520,736,0.525879,1630,1.180664,18,45350853,0.15025114285714286,0.1773961153302857,45350.853
4521,4521,736,0.525879,1630,1.180664,18,45360853,0.15025114285714286,0.1773961153302857,45360.853
4522,4522,735,0.525146,1631,1.181396,18,45370853,0.15004171428571428,0.1772586810902857,45370.853
4523,4523,735,0.525146,1632,1.182129,18,45380854,0.15004171428571428,0.17736866166685714,45380.854
4524,4524,736,0.525879,1634,1.183594,18,45390854,0.15025114285714286,0.17783635117885715,45390.854
4525,4525,734,0.524414,1631,1.181396,18,45400854,0.14983257142857145,0.17701160055542858,45400.854
4526,4526,735,0.524414,1632,1.181396,19,45410854,0.14983257142857145,0.17701160055542858,45410.854
4527,4527,736,0.525879,1629,1.179932,18,45420854,0.15025114285714286,0.17728613149371428,45420.854
4528,4528,734,0.524414,1633,1.182861,18,45430855,0.14983257142857145,0.17723110527257144,45430.855
4529,4529,736,0.525879,1633,1.182861,18,45440855,0.15025114285714286,0.17772621709114286,45440.855
4530,4530,734,0.524414,1633,1.182861,18,45450855,0.14983257142857145,0.17723110527257144,45450.855
4531,4531,736,0.525879,1633,1.182861,18,45460855,0.15025114285714286,0.17772621709114286,45460.855
4532,4532,735,0.525146,1632,1.182129,18,45470855,0.15004171428571428,0.17736866166685714,45470.855
4533,4533,734,0.524414,1630,1.180664,18,45480856,0.14983257142857145,0.17690192311314287,45480.856
4534,4534,734,0.524414,1632,1.182129,18,45490856,0.14983257142857145,0.17712142783028575,45490.856
4535,4535,733,0.523682,1630,1.180664,18,45500856,0.14962342857142857,0.17665499567085713,45500.856
4536,4536,735,0.525146,1632,1.182129,18,45510856,0.15004171428571428,0.17736866166685714,45510.856
4537,4537,734,0.524414,1632,1.182129,18,45520856,0.14983257142857145,0.17712142783028575,45520.856
4538,4538,734,0.524414,1630,1.180664,18,45530856,0.14983257142857145,0.17690192311314287,45530.856
4539,4539,736,0.525879,1633,1.182861,18,45540857,0.15025114285714286,0.17772621709114286,45540.857
4540,4540,736,0.525879,1635,1.184326,18,45550857,0.15025114285714286,0.17794633501542859,45550.857
4541,4541,735,0.525146,1630,1.180664,18,45560857,0.15004171428571428,0.17714885055542856,45560.857
4542,4542,734,0.524414,1631,1.181396,18,45570857,0.14983257142857145,0.17701160055542858,45570.857
4543,4543,736,0.525879,1630,1.180664,18,45580857,0.15025114285714286,0.1773961153302857,45580.857
4544,4544,734,0.524414,1630,1.180664,18,45590858,0.14983257142857145,0.17690192311314287,45590.858
4545,4545,735,0.525146,1632,1.182129,18,45600858,0.15004171428571428,0.17736866166685714,45600.858
4546,4546,736,0.525879,1630,1.180664,18,45610858,0.15025114285714286,0.1773961153302857,45610.858
4547,4547,734,0.524414,1629,1.179932,18,45620858,0.14983257142857145,0.17679224567085716,45620.858
4548,4548,733,0.523682,1628,1.179199,18,45630858,0.14962342857142857,0.17643579734800002,45630.858
4549,4549,733,0.523682,1630,1.180664,18,45640859,0.14962342857142857,0.17665499567085713,45640.859
4550,4550,735,0.525879,1632,1.182861,17,45650859,0.15025114285714286,0.17772621709114286,45650.859
4551,4551,734,0.524414,1630,1.180664,18,45660859,0.14983257142857145,0.17690192311314287,45660.859
4552,4552,735,0.525146,1631,1.181396,18,45670859,0.15004171428571428,0.1772586810902857,45670.859
4553,4553,735,0.525146,1631,1.181396,18,45680859,0.15004171428571428,0.1772586810902857,45680.859
4554,4554,733,0.523682,1630,1.180664,18,45690859,0.14962342857142857,0.17665499567085713,45690.859
4555,4555,734,0.524414,1632,1.182129,18,45700860,0.14983257142857145,0.17712142783028575,45700.86
4556,4556,739,0.528809,1630,1.181396,17,45710860,0.1510882857142857,0.17849509638971425,45710.86
4557,4557,734,0.524414,1631,1.181396,18,45720860,0.14983257142857145,0.17701160055542858,45720.86
4558,4558,734,0.524414,1631,1.181396,18,45730860,0.14983257142857145,0.17701160055542858,45730.86
4559,4559,734,0.524414,1628,1.179199,18,45740860,0.14983257142857145,0.17668241839600005,45740.86
4560,4560,735,0.525146,1630,1.180664,18,45750861,0.15004171428571428,0.17714885055542856,45750.861
4561,4561,735,0.524414,1630,1.179932,19,45760861,0.14983257142857145,0.17679224567085716,45760.861
4562,4562,734,0.524414,1630,1.180664,18,45770861,0.14983257142857145,0.17690192311314287,45770.861
4563,4563,735,0.525146,1629,1.179932,18,45780861,0.15004171428571428,0.17703902002057142,45780.861
4564,4564,733,0.523682,1630,1.180664,18,45790861,0.14962342857142857,0.17665499567085713,45790.861
4565,4565,734,0.524414,1632,1.182129,18,45800862,0.14983257142857145,0.17712142783028575,45800.862
4566,4566,735,0.525146,1630,1.180664,18,45810862,0.15004171428571428,0.17714885055542856,45810.862
4567,4567,734,0.524414,1630,1.180664,18,45820862,0.14983257142857145,0.17690192311314287,45820.862
4568,4568,736,0.525879,1631,1.181396,18,45830862,0.15025114285714286,0.17750609916685714,45830.862
4569,4569,736,0.525879,1630,1.180664,18,45840862,0.15025114285714286,0.1773961153302857,45840.862
4570,4570,736,0.525879,1630,1.180664,18,45850862,0.15025114285714286,0.1773961153302857,45850.862
4571,4571,734,0.524414,1632,1.182129,18,45860863,0.14983257142857145,0.17712142783028575,45860.863
4572,4572,733,0.523682,1630,1.180664,18,45870863,0.14962342857142857,0.17665499567085713,45870.863
4573,4573,735,0.525146,1629,1.179932,18,45880863,0.15004171428571428,0.17703902002057142,45880.863
4574,4574,733,0.523682,1630,1.180664,18,45890863,0.14962342857142857,0.17665499567085713,45890.863
4575,4575,734,0.524414,1629,1.179932,18,45900863,0.14983257142857145,0.17679224567085716,45900.863
4576,4576,734,0.524414,1633,1.182861,18,45910864,0.14983257142857145,0.17723110527257144,45910.864
4577,4577,734,0.524414,1630,1.180664,18,45920864,0.14983257142857145,0.17690192311314287,45920.864
4578,4578,734,0.524414,1630,1.180664,18,45930864,0.14983257142857145,0.17690192311314287,45930.864
4579,4579,734,0.524414,1629,1.179932,18,45940864,0.14983257142857145,0.17679224567085716,45940.864
4580,4580,734,0.524414,1630,1.180664,18,45950864,0.14983257142857145,0.17690192311314287,45950.864
4581,4581,734,0.524414,1629,1.179932,18,45960865,0.14983257142857145,0.17679224567085716,45960.865
4582,4582,735,0.525146,1630,1.180664,18,45970865,0.15004171428571428,0.17714885055542856,45970.865
4583,4583,736,0.526611,1629,1.180664,17,45980865,0.15046028571428574,0.17764304277257145,45980.865
4584,4584,733,0.523682,1628,1.179199,18,45990865,0.14962342857142857,0.17643579734800002,45990.865
4585,4585,735,0.525146,1628,1.179199,18,46000865,0.15004171428571428,0.176929039444,46000.865
4586,4586,733,0.523682,1632,1.182129,18,46010865,0.14962342857142857,0.1768741939937143,46010.865
4587,4587,733,0.523682,1630,1.180664,18,46020866,0.14962342857142857,0.17665499567085713,46020.866
4588,4588,734,0.524414,1630,1.180664,18,46030866,0.14983257142857145,0.17690192311314287,46030.866
4589,4589,733,0.523682,1630,1.180664,18,46040866,0.14962342857142857,0.17665499567085713,46040.866
4590,4590,734,0.524414,1629,1.179932,18,46050866,0.14983257142857145,0.17679224567085716,46050.866
4591,4591,734,0.524414,1630,1.180664,18,46060866,0.14983257142857145,0.17690192311314287,46060.866
4592,4592,733,0.523682,1630,1.180664,18,46070867,0.14962342857142857,0.17665499567085713,46070.867
4593,4593,734,0.524414,1630,1.180664,18,46080867,0.14983257142857145,0.17690192311314287,46080.867
4594,4594,733,0.523682,1630,1.180664,18,46090867,0.14962342857142857,0.17665499567085713,46090.867
4595,4595,734,0.524414,1634,1.183594,18,46100867,0.14983257142857145,0.1773409325474286,46100.867
4596,4596,734,0.524414,1630,1.180664,18,46110867,0.14983257142857145,0.17690192311314287,46110.867
4597,4597,734,0.524414,1629,1.179932,18,46120868,0.14983257142857145,0.17679224567085716,46120.868
4598,4598,734,0.524414,1629,1.179932,18,46130868,0.14983257142857145,0.17679224567085716,46130.868
4599,4599,734,0.524414,1629,1.179932,18,46140868,0.14983257142857145,0.17679224567085716,46140.868
4600,4600,735,0.524414,1630,1.179932,19,46150868,0.14983257142857145,0.17679224567085716,46150.868
4601,4601,733,0.523682,1626,1.177734,18,46160868,0.14962342857142857,0.17621659902514286,46160.868
4602,4602,734,0.524414,1629,1.179932,18,46170868,0.14983257142857145,0.17679224567085716,46170.868
4603,4603,734,0.524414,1630,1.180664,18,46180869,0.14983257142857145,0.17690192311314287,46180.869
4604,4604,733,0.523682,1629,1.179932,18,46190869,0.14962342857142857,0.17654547132114284,46190.869
4605,4605,733,0.523682,1629,1.179932,18,46200869,0.14962342857142857,0.17654547132114284,46200.869
4606,4606,734,0.524414,1627,1.178467,18,46210869,0.14983257142857145,0.1765727409537143,46210.869
4607,4607,731,0.522217,1629,1.179932,18,46220869,0.14920485714285717,0.17605158549828573,46220.869
4608,4608,734,0.524414,1627,1.178467,18,46230870,0.14983257142857145,0.1765727409537143,46230.87
4609,4609,733,0.523682,1629,1.179932,18,46240870,0.14962342857142857,0.17654547132114284,46240.87
4610,4610,734,0.524414,1628,1.179199,18,46250870,0.14983257142857145,0.17668241839600005,46250.87
4611,4611,733,0.523682,1629,1.179932,18,46260870,0.14962342857142857,0.17654547132114284,46260.87
4612,4612,734,0.524414,1629,1.179932,18,46270870,0.14983257142857145,0.17679224567085716,46270.87
4613,4613,734,0.524414,1629,1.179932,18,46280871,0.14983257142857145,0.17679224567085716,46280.871
4614,4614,734,0.524414,1628,1.179199,18,46290871,0.14983257142857145,0.17668241839600005,46290.871
4615,4615,734,0.524414,1628,1.179199,18,46300871,0.14983257142857145,0.17668241839600005,46300.871
4616,4616,732,0.522949,1629,1.179932,18,46310871,0.149414,0.176298359848,46310.871
4617,4617,733,0.523682,1630,1.180664,18,46320871,0.14962342857142857,0.17665499567085713,46320.871
4618,4618,733,0.523682,1628,1.179199,18,46330872,0.14962342857142857,0.17643579734800002,46330.872
4619,4619,733,0.523682,1630,1.180664,18,46340872,0.14962342857142857,0.17665499567085713,46340.872
4620,4620,733,0.523682,1629,1.179932,18,46350872,0.14962342857142857,0.17654547132114284,46350.872
4621,4621,734,0.524414,1628,1.179199,18,46360872,0.14983257142857145,0.17668241839600005,46360.872
4622,4622,734,0.524414,1628,1.179199,18,46370872,0.14983257142857145,0.17668241839600005,46370.872
4623,4623,735,0.524414,1630,1.179932,19,46380872,0.14983257142857145,0.17679224567085716,46380.872
4624,4624,733,0.523682,1629,1.179932,18,46390873,0.14962342857142857,0.17654547132114284,46390.873
4625,4625,733,0.523682,1629,1.179932,18,46400873,0.14962342857142857,0.17654547132114284,46400.873
4626,4626,732,0.522217,1630,1.179932,19,46410873,0.14920485714285717,0.17605158549828573,46410.873
4627,4627,733,0.522949,1628,1.178467,19,46420873,0.149414,0.17607946833799998,46420.873
4628,4628,733,0.523682,1631,1.181396,18,46430873,0.14962342857142857,0.17676452002057141,46430.873
4629,4629,733,0.524414,1632,1.182861,17,46440874,0.14983257142857145,0.17723110527257144,46440.874
4630,4630,734,0.524414,1629,1.179932,18,46450874,0.14983257142857145,0.17679224567085716,46450.874
4631,4631,733,0.523682,1629,1.179932,18,46460874,0.14962342857142857,0.17654547132114284,46460.874
4632,4632,733,0.523682,1628,1.179199,18,46470874,0.14962342857142857,0.17643579734800002,46470.874
4633,4633,734,0.524414,1628,1.179199,18,46480874,0.14983257142857145,0.17668241839600005,46480.874
4634,4634,734,0.524414,1629,1.179932,18,46490875,0.14983257142857145,0.17679224567085716,46490.875
4635,4635,733,0.523682,1628,1.179199,18,46500875,0.14962342857142857,0.17643579734800002,46500.875
4636,4636,733,0.523682,1629,1.179932,18,46510875,0.14962342857142857,0.17654547132114284,46510.875
4637,4637,734,0.524414,1628,1.179199,18,46520875,0.14983257142857145,0.17668241839600005,46520.875
4638,4638,735,0.525146,1628,1.179199,18,46530875,0.15004171428571428,0.176929039444,46530.875
4639,4639,734,0.524414,1628,1.179199,18,46540875,0.14983257142857145,0.17668241839600005,46540.875
4640,4640,734,0.524414,1630,1.180664,18,46550876,0.14983257142857145,0.17690192311314287,46550.876
4641,4641,733,0.523682,1628,1.179199,18,46560876,0.14962342857142857,0.17643579734800002,46560.876
4642,4642,734,0.524414,1628,1.179199,18,46570876,0.14983257142857145,0.17668241839600005,46570.876
4643,4643,733,0.523682,1629,1.179932,18,46580876,0.14962342857142857,0.17654547132114284,46580.876
4644,4644,734,0.524414,1628,1.179199,18,46590876,0.14983257142857145,0.17668241839600005,46590.876
4645,4645,734,0.524414,1629,1.179932,18,46600877,0.14983257142857145,0.17679224567085716,46600.877
4646,4646,733,0.523682,1628,1.179199,18,46610877,0.14962342857142857,0.17643579734800002,46610.877
4647,4647,736,0.525879,1628,1.179199,18,46620877,0.15025114285714286,0.177175997406,46620.877
4648,4648,734,0.524414,1628,1.179199,18,46630877,0.14983257142857145,0.17668241839600005,46630.877
4649,4649,734,0.524414,1628,1.179199,18,46640877,0.14983257142857145,0.17668241839600005,46640.877
4650,4650,736,0.525879,1628,1.179199,18,46650878,0.15025114285714286,0.177175997406,46650.878
4651,4651,734,0.524414,1628,1.179199,18,46660878,0.14983257142857145,0.17668241839600005,46660.878
4652,4652,734,0.524414,1627,1.178467,18,46670878,0.14983257142857145,0.1765727409537143,46670.878
4653,4653,736,0.525879,1627,1.178467,18,46680878,0.15025114285714286,0.17706601356942855,46680.878
4654,4654,736,0.525879,1630,1.180664,18,46690878,0.15025114285714286,0.1773961153302857,46690.878
4655,4655,732,0.522949,1628,1.179199,18,46700878,0.149414,0.176188839386,46700.878
4656,4656,734,0.524414,1628,1.179199,18,46710879,0.14983257142857145,0.17668241839600005,46710.879
4657,4657,734,0.524414,1627,1.178467,18,46720879,0.14983257142857145,0.1765727409537143,46720.879
4658,4658,733,0.523682,1628,1.179199,18,46730879,0.14962342857142857,0.17643579734800002,46730.879
4659,4659,734,0.524414,1628,1.179199,18,46740879,0.14983257142857145,0.17668241839600005,46740.879
4660,4660,734,0.524414,1627,1.178467,18,46750879,0.14983257142857145,0.1765727409537143,46750.879
4661,4661,735,0.525146,1632,1.182129,18,46760880,0.15004171428571428,0.17736866166685714,46760.88
4662,4662,735,0.525146,1628,1.179199,18,46770880,0.15004171428571428,0.176929039444,46770.88
4663,4663,734,0.524414,1628,1.179199,18,46780880,0.14983257142857145,0.17668241839600005,46780.88
4664,4664,734,0.524414,1627,1.178467,18,46790880,0.14983257142857145,0.1765727409537143,46790.88
4665,4665,733,0.523682,1628,1.179199,18,46800880,0.14962342857142857,0.17643579734800002,46800.88
4666,4666,734,0.523682,1627,1.177734,19,46810881,0.14962342857142857,0.17621659902514286,46810.881
4667,4667,734,0.524414,1626,1.177734,18,46820881,0.14983257142857145,0.1764629136788572,46820.881
4668,4668,734,0.524414,1630,1.180664,18,46830881,0.14983257142857145,0.17690192311314287,46830.881
4669,4669,734,0.524414,1627,1.178467,18,46840881,0.14983257142857145,0.1765727409537143,46840.881
4670,4670,734,0.524414,1627,1.178467,18,46850881,0.14983257142857145,0.1765727409537143,46850.881
4671,4671,732,0.522949,1629,1.179932,18,46860881,0.149414,0.176298359848,46860.881
4672,4672,733,0.522949,1627,1.177734,19,46870882,0.149414,0.175969947876,46870.882
4673,4673,735,0.525146,1629,1.179932,18,46880882,0.15004171428571428,0.17703902002057142,46880.882
4674,4674,734,0.524414,1628,1.179199,18,46890882,0.14983257142857145,0.17668241839600005,46890.882
4675,4675,734,0.524414,1629,1.179932,18,46900882,0.14983257142857145,0.17679224567085716,46900.882
4676,4676,734,0.524414,1628,1.179199,18,46910882,0.14983257142857145,0.17668241839600005,46910.882
4677,4677,733,0.523682,1628,1.179199,18,46920883,0.14962342857142857,0.17643579734800002,46920.883
4678,4678,733,0.523682,1629,1.179932,18,46930883,0.14962342857142857,0.17654547132114284,46930.883
4679,4679,734,0.524414,1627,1.178467,18,46940883,0.14983257142857145,0.1765727409537143,46940.883
4680,4680,734,0.524414,1628,1.179199,18,46950883,0.14983257142857145,0.17668241839600005,46950.883
4681,4681,734,0.525146,1629,1.180664,17,46960883,0.15004171428571428,0.17714885055542856,46960.883
4682,4682,734,0.525146,1628,1.179932,17,46970884,0.15004171428571428,0.17703902002057142,46970.884
4683,4683,734,0.524414,1632,1.182129,18,46980884,0.14983257142857145,0.17712142783028575,46980.884
4684,4684,733,0.523682,1627,1.178467,18,46990884,0.14962342857142857,0.1763262729982857,46990.884
4685,4685,735,0.525146,1628,1.179199,18,47000884,0.15004171428571428,0.176929039444,47000.884
4686,4686,734,0.524414,1629,1.179932,18,47010884,0.14983257142857145,0.17679224567085716,47010.884
4687,4687,734,0.524414,1627,1.178467,18,47020884,0.14983257142857145,0.1765727409537143,47020.884
4688,4688,734,0.524414,1628,1.179199,18,47030885,0.14983257142857145,0.17668241839600005,47030.885
4689,4689,734,0.524414,1626,1.177734,18,47040885,0.14983257142857145,0.1764629136788572,47040.885
4690,4690,734,0.524414,1627,1.178467,18,47050885,0.14983257142857145,0.1765727409537143,47050.885
4691,4691,734,0.524414,1627,1.178467,18,47060885,0.14983257142857145,0.1765727409537143,47060.885
4692,4692,734,0.524414,1628,1.179199,18,47070885,0.14983257142857145,0.17668241839600005,47070.885
4693,4693,734,0.524414,1628,1.179199,18,47080886,0.14983257142857145,0.17668241839600005,47080.886
4694,4694,735,0.525146,1629,1.179932,18,47090886,0.15004171428571428,0.17703902002057142,47090.886
4695,4695,734,0.524414,1629,1.179932,18,47100886,0.14983257142857145,0.17679224567085716,47100.886
4696,4696,733,0.523682,1628,1.179199,18,47110886,0.14962342857142857,0.17643579734800002,47110.886
4697,4697,733,0.523682,1627,1.178467,18,47120886,0.14962342857142857,0.1763262729982857,47120.886
4698,4698,734,0.524414,1627,1.178467,18,47130887,0.14983257142857145,0.1765727409537143,47130.887
4699,4699,734,0.524414,1628,1.179199,18,47140887,0.14983257142857145,0.17668241839600005,47140.887
4700,4700,736,0.525879,1628,1.179199,18,47150887,0.15025114285714286,0.177175997406,47150.887
4701,4701,734,0.524414,1627,1.178467,18,47160887,0.14983257142857145,0.1765727409537143,47160.887
4702,4702,734,0.525146,1627,1.179199,17,47170887,0.15004171428571428,0.176929039444,47170.887
4703,4703,735,0.525146,1629,1.179932,18,47180887,0.15004171428571428,0.17703902002057142,47180.887
4704,4704,733,0.523682,1626,1.177734,18,47190888,0.14962342857142857,0.17621659902514286,47190.888
4705,4705,734,0.524414,1628,1.179199,18,47200888,0.14983257142857145,0.17668241839600005,47200.888
4706,4706,733,0.523682,1627,1.178467,18,47210888,0.14962342857142857,0.1763262729982857,47210.888
4707,4707,734,0.524414,1626,1.177734,18,47220888,0.14983257142857145,0.1764629136788572,47220.888
4708,4708,734,0.524414,1627,1.178467,18,47230888,0.14983257142857145,0.1765727409537143,47230.888
4709,4709,734,0.524414,1627,1.178467,18,47240889,0.14983257142857145,0.1765727409537143,47240.889
4710,4710,734,0.525146,1628,1.179932,17,47250889,0.15004171428571428,0.17703902002057142,47250.889
4711,4711,733,0.523682,1626,1.177734,18,47260889,0.14962342857142857,0.17621659902514286,47260.889
4712,4712,734,0.524414,1627,1.178467,18,47270889,0.14983257142857145,0.1765727409537143,47270.889
4713,4713,733,0.523682,1627,1.178467,18,47280889,0.14962342857142857,0.1763262729982857,47280.889
4714,4714,733,0.523682,1629,1.179932,18,47290890,0.14962342857142857,0.17654547132114284,47290.89
4715,4715,734,0.524414,1626,1.177734,18,47300890,0.14983257142857145,0.1764629136788572,47300.89
4716,4716,733,0.523682,1627,1.178467,18,47310890,0.14962342857142857,0.1763262729982857,47310.89
4717,4717,734,0.524414,1627,1.178467,18,47320890,0.14983257142857145,0.1765727409537143,47320.89
4718,4718,734,0.524414,1627,1.178467,18,47330890,0.14983257142857145,0.1765727409537143,47330.89
4719,4719,736,0.525879,1626,1.177734,18,47340890,0.15025114285714286,0.1769558794817143,47340.89
4720,4720,734,0.524414,1628,1.179199,18,47350891,0.14983257142857145,0.17668241839600005,47350.891
4721,4721,734,0.524414,1628,1.179199,18,47360891,0.14983257142857145,0.17668241839600005,47360.891
4722,4722,736,0.525879,1626,1.177734,18,47370891,0.15025114285714286,0.1769558794817143,47370.891
4723,4723,734,0.524414,1628,1.179199,18,47380891,0.14983257142857145,0.17668241839600005,47380.891
4724,4724,734,0.524414,1627,1.178467,18,47390891,0.14983257142857145,0.1765727409537143,47390.891
4725,4725,735,0.525146,1625,1.177002,18,47400892,0.15004171428571428,0.1765993977977143,47400.892
4726,4726,733,0.523682,1627,1.178467,18,47410892,0.14962342857142857,0.1763262729982857,47410.892
4727,4727,736,0.525879,1627,1.178467,18,47420892,0.15025114285714286,0.17706601356942855,47420.892
4728,4728,734,0.524414,1625,1.177002,18,47430892,0.14983257142857145,0.17635323623657148,47430.892
4729,4729,734,0.524414,1626,1.177734,18,47440892,0.14983257142857145,0.1764629136788572,47440.892
4730,4730,733,0.523682,1626,1.177734,18,47450893,0.14962342857142857,0.17621659902514286,47450.893
4731,4731,735,0.525146,1627,1.178467,18,47460893,0.15004171428571428,0.17681920890914285,47460.893
4732,4732,733,0.523682,1627,1.178467,18,47470893,0.14962342857142857,0.1763262729982857,47470.893
4733,4733,734,0.524414,1626,1.177734,18,47480893,0.14983257142857145,0.1764629136788572,47480.893
4734,4734,734,0.524414,1625,1.177002,18,47490893,0.14983257142857145,0.17635323623657148,47490.893
4735,4735,734,0.524414,1631,1.181396,18,47500893,0.14983257142857145,0.17701160055542858,47500.893
4736,4736,733,0.523682,1625,1.177002,18,47510894,0.14962342857142857,0.17610707467542858,47510.894
4737,4737,734,0.524414,1627,1.178467,18,47520894,0.14983257142857145,0.1765727409537143,47520.894
4738,4738,732,0.522949,1627,1.178467,18,47530894,0.149414,0.17607946833799998,47530.894
4739,4739,734,0.524414,1626,1.177734,18,47540894,0.14983257142857145,0.1764629136788572,47540.894
4740,4740,734,0.524414,1627,1.178467,18,47550894,0.14983257142857145,0.1765727409537143,47550.894
4741,4741,734,0.524414,1629,1.179932,18,47560895,0.14983257142857145,0.17679224567085716,47560.895
4742,4742,734,0.524414,1626,1.177734,18,47570895,0.14983257142857145,0.1764629136788572,47570.895
4743,4743,736,0.525879,1626,1.177734,18,47580895,0.15025114285714286,0.1769558794817143,47580.895
4744,4744,734,0.524414,1627,1.178467,18,47590895,0.14983257142857145,0.1765727409537143,47590.895
4745,4745,737,0.526611,1627,1.178467,18,47600895,0.15046028571428574,0.17731248152485715,47600.895
4746,4746,733,0.523682,1626,1.177734,18,47610896,0.14962342857142857,0.17621659902514286,47610.896
4747,4747,734,0.524414,1627,1.178467,18,47620896,0.14983257142857145,0.1765727409537143,47620.896
4748,4748,736,0.525879,1625,1.177002,18,47630896,0.15025114285714286,0.1768458956451429,47630.896
4749,4749,734,0.524414,1627,1.178467,18,47640896,0.14983257142857145,0.1765727409537143,47640.896
4750,4750,733,0.523682,1626,1.177734,18,47650896,0.14962342857142857,0.17621659902514286,47650.896
4751,4751,734,0.524414,1627,1.178467,18,47660897,0.14983257142857145,0.1765727409537143,47660.897
4752,4752,734,0.524414,1626,1.177734,18,47670897,0.14983257142857145,0.1764629136788572,47670.897
4753,4753,736,0.525879,1626,1.177734,18,47680897,0.15025114285714286,0.1769558794817143,47680.897
4754,4754,733,0.523682,1627,1.178467,18,47690897,0.14962342857142857,0.1763262729982857,47690.897
4755,4755,734,0.524414,1622,1.174805,18,47700897,0.14983257142857145,0.1760240540771429,47700.897
4756,4756,734,0.524414,1626,1.177734,18,47710897,0.14983257142857145,0.1764629136788572,47710.897
4757,4757,734,0.524414,1628,1.179199,18,47720898,0.14983257142857145,0.17668241839600005,47720.898
4758,4758,735,0.525879,1627,1.179199,17,47730898,0.15025114285714286,0.177175997406,47730.898
4759,4759,734,0.524414,1626,1.177734,18,47740898,0.14983257142857145,0.1764629136788572,47740.898
4760,4760,733,0.523682,1626,1.177734,18,47750898,0.14962342857142857,0.17621659902514286,47750.898
4761,4761,734,0.525146,1625,1.177734,17,47760898,0.15004171428571428,0.17670922833257144,47760.898
4762,4762,734,0.524414,1625,1.177002,18,47770899,0.14983257142857145,0.17635323623657148,47770.899
4763,4763,734,0.523682,1625,1.17627,19,47780899,0.14962342857142857,0.1759975503257143,47780.899
4764,4764,734,0.525146,1624,1.177002,17,47790899,0.15004171428571428,0.1765993977977143,47790.899
4765,4765,733,0.523682,1625,1.177002,18,47800899,0.14962342857142857,0.17610707467542858,47800.899
4766,4766,734,0.524414,1626,1.177734,18,47810899,0.14983257142857145,0.1764629136788572,47810.899
4767,4767,735,0.524414,1625,1.17627,19,47820900,0.14983257142857145,0.17624355879428574,47820.9
4768,4768,734,0.524414,1626,1.177734,18,47830900,0.14983257142857145,0.1764629136788572,47830.9
4769,4769,734,0.525146,1626,1.178467,17,47840900,0.15004171428571428,0.17681920890914285,47840.9
4770,4770,737,0.526611,1625,1.177002,18,47850900,0.15046028571428574,0.17709205720628576,47850.9
4771,4771,734,0.524414,1626,1.177734,18,47860900,0.14983257142857145,0.1764629136788572,47860.9
4772,4772,734,0.524414,1627,1.178467,18,47870900,0.14983257142857145,0.1765727409537143,47870.9
4773,4773,734,0.524414,1625,1.177002,18,47880901,0.14983257142857145,0.17635323623657148,47880.901
4774,4774,734,0.525146,1624,1.177002,17,47890901,0.15004171428571428,0.1765993977977143,47890.901
4775,4775,733,0.523682,1625,1.177002,18,47900901,0.14962342857142857,0.17610707467542858,47900.901
4776,4776,734,0.524414,1626,1.177734,18,47910901,0.14983257142857145,0.1764629136788572,47910.901
4777,4777,733,0.523682,1626,1.177734,18,47920901,0.14962342857142857,0.17621659902514286,47920.901
4778,4778,733,0.523682,1625,1.177002,18,47930902,0.14962342857142857,0.17610707467542858,47930.902
4779,4779,734,0.524414,1624,1.17627,18,47940902,0.14983257142857145,0.17624355879428574,47940.902
4780,4780,733,0.523682,1626,1.177734,18,47950902,0.14962342857142857,0.17621659902514286,47950.902
4781,4781,733,0.523682,1627,1.178467,18,47960902,0.14962342857142857,0.1763262729982857,47960.902
4782,4782,733,0.523682,1625,1.177002,18,47970902,0.14962342857142857,0.17610707467542858,47970.902
4783,4783,734,0.524414,1625,1.177002,18,47980903,0.14983257142857145,0.17635323623657148,47980.903
4784,4784,733,0.523682,1621,1.174072,18,47990903,0.14962342857142857,0.17566867802971428,47990.903
4785,4785,734,0.524414,1626,1.177734,18,48000903,0.14983257142857145,0.1764629136788572,48000.903
4786,4786,734,0.524414,1626,1.177734,18,48010903,0.14983257142857145,0.1764629136788572,48010.903
4787,4787,733,0.523682,1626,1.177734,18,48020903,0.14962342857142857,0.17621659902514286,48020.903
4788,4788,733,0.523682,1625,1.177002,18,48030903,0.14962342857142857,0.17610707467542858,48030.903
4789,4789,736,0.525879,1625,1.177002,18,48040904,0.15025114285714286,0.1768458956451429,48040.904
4790,4790,734,0.524414,1624,1.17627,18,48050904,0.14983257142857145,0.17624355879428574,48050.904
